"Table 1a: Estimated population by sex, single year of age and 2011 Data Zone area, and council area: 30 June 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area code,Area name,Council area,All ages,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,PERSONS,,,,,,,,,,,,,,,,
,,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010290,Woodlands - 02,Glasgow City,622,,8,6,5,0,5,5,4,1,6,1,4,0,4,0,0,4,4,7,5,21,41,42,41,35,18,24,16,23,27,27,12,15,21,10,6,3,1,3,1,5,6,0,3,7,8,7,5,0,7,7,7,8,10,9,3,5,0,8,6,7,2,7,5,3,3,4,3,0,1,1,2,2,2,3,1,1,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1
S01010291,Woodlands - 03,Glasgow City,1165,,3,7,1,7,9,8,6,7,4,7,3,3,1,0,6,4,2,5,12,50,89,87,89,87,51,46,33,46,28,21,13,17,21,15,5,20,23,21,14,18,9,18,12,17,2,8,12,9,3,12,11,9,10,5,7,16,9,6,4,2,4,5,0,2,5,3,6,5,4,6,3,4,5,7,0,2,2,7,2,3,2,6,2,3,1,0,0,1,0,1,4
S01010292,Woodlands - 04,Glasgow City,1060,,3,8,6,3,6,7,5,8,4,9,4,6,1,3,1,4,2,2,3,15,63,81,87,59,75,36,47,34,33,32,22,15,41,13,19,15,14,18,10,3,16,6,6,12,7,8,13,5,7,2,8,7,1,13,11,8,10,9,11,2,1,3,2,4,3,6,5,5,2,10,2,5,2,3,4,3,1,1,2,2,4,2,3,0,2,1,1,1,0,0,1
S01010293,Woodlands - 05,Glasgow City,1005,,7,6,6,6,7,6,6,2,4,4,5,2,3,11,3,7,5,9,8,34,87,88,75,71,52,53,39,38,38,29,22,17,23,11,4,10,11,8,5,6,5,5,11,7,8,10,3,4,4,4,2,6,3,4,4,5,9,7,3,4,3,2,2,3,0,6,5,1,0,3,2,4,1,4,4,0,0,2,2,2,2,7,1,3,0,2,5,2,0,0,1
S01010294,Woodlands - 06,Glasgow City,685,,2,6,4,4,0,10,7,3,3,6,2,4,3,2,4,7,3,3,4,20,72,69,68,43,20,31,22,14,19,12,11,12,10,13,4,5,4,1,6,6,3,7,5,10,3,5,3,9,0,7,7,6,5,7,6,4,1,6,4,2,1,1,5,4,2,3,1,1,4,3,4,2,1,1,1,2,1,2,4,0,1,0,0,1,0,0,0,0,1,0,0
S01010295,Woodlands - 07,Glasgow City,1065,,4,8,5,3,3,10,10,3,4,5,6,0,3,6,4,4,4,7,3,26,97,110,111,76,63,61,42,37,39,27,31,31,23,9,12,4,0,2,4,0,2,1,4,1,8,7,4,1,4,11,3,7,7,9,5,9,6,4,6,5,5,4,5,3,6,3,0,1,6,1,3,1,1,2,2,2,1,2,1,1,0,0,3,0,2,2,0,1,1,0,5
S01010296,Woodlands - 08,Glasgow City,698,,9,9,5,8,13,9,4,4,3,6,4,3,3,7,5,4,3,6,6,14,49,38,34,22,17,27,19,22,12,21,2,11,10,8,9,12,13,11,10,5,13,13,15,7,7,4,2,9,5,8,5,5,5,10,8,7,4,3,9,7,11,2,2,6,2,3,6,4,5,2,3,6,3,1,2,2,0,0,4,0,2,1,2,1,0,0,0,0,1,1,3
S01010297,Woodside - 01,Glasgow City,1107,,6,4,9,9,9,6,9,10,4,6,6,5,7,5,7,2,8,6,5,10,11,21,19,31,27,43,46,30,28,36,44,19,33,28,24,31,20,11,14,12,18,16,12,10,13,12,13,17,13,10,10,9,20,7,18,14,8,8,9,16,10,7,13,4,14,4,5,9,5,7,10,8,6,14,9,6,2,4,4,3,6,8,3,9,5,1,3,4,1,2,7
S01010298,Woodside - 02,Glasgow City,812,,6,2,8,8,8,8,1,3,5,7,5,2,4,3,2,2,1,0,5,9,15,13,12,15,29,18,26,41,32,21,20,16,21,20,11,17,12,10,4,13,7,6,1,11,12,4,0,4,10,13,6,11,10,14,10,13,2,10,3,8,8,9,15,7,11,8,7,5,7,7,8,4,9,6,6,7,4,5,7,9,0,8,5,5,2,10,2,4,2,5,10
S01010299,Woodside - 03,Glasgow City,580,,5,6,7,1,7,5,3,6,8,3,4,8,1,3,7,5,3,6,4,5,6,19,15,17,14,17,21,26,6,17,12,17,6,9,7,9,11,11,4,2,9,5,2,4,1,6,7,5,5,4,5,4,8,4,1,3,5,6,10,6,7,6,8,6,6,9,5,6,6,7,6,8,4,9,3,2,2,6,6,3,4,4,2,3,1,3,0,1,1,0,3
S01010300,Woodside - 04,Glasgow City,1038,,3,7,2,11,8,4,12,4,11,7,4,5,7,5,3,11,5,7,3,17,28,37,42,56,38,51,35,23,19,23,17,20,17,19,7,10,8,13,10,11,8,10,9,17,18,4,14,7,14,7,15,13,5,8,6,11,5,8,9,7,8,9,5,8,9,10,6,8,2,6,6,12,9,3,6,3,8,5,4,7,8,7,9,13,6,8,7,8,1,5,17
S01010301,Firhill - 01,Glasgow City,614,,7,3,13,10,9,11,8,3,7,6,5,0,2,5,1,3,1,2,9,23,14,34,27,27,28,29,14,14,13,24,18,18,15,7,19,10,11,9,8,5,6,7,8,2,6,4,6,4,6,2,1,12,4,9,7,2,5,3,2,3,3,2,3,1,4,1,4,2,4,2,3,0,2,1,1,1,0,2,0,1,2,0,0,0,0,3,0,0,0,0,1
S01010302,Firhill - 02,Glasgow City,819,,12,6,9,6,15,14,16,13,8,14,7,6,10,10,3,4,9,9,0,3,10,10,3,13,15,23,17,14,19,19,32,18,14,17,22,15,22,9,16,22,4,21,13,17,11,6,8,8,0,10,12,11,12,8,13,3,13,2,1,5,2,3,8,7,5,2,7,6,5,4,2,9,4,5,2,5,6,6,6,4,6,4,5,3,2,7,1,1,2,0,8
S01010303,Firhill - 03,Glasgow City,605,,14,12,9,18,12,7,13,22,13,20,7,5,7,2,10,7,8,6,4,4,4,5,10,11,8,6,6,7,18,17,19,4,3,13,7,17,4,13,3,8,18,8,9,15,8,2,7,19,4,5,16,9,10,8,5,7,6,10,1,4,3,5,4,3,3,3,4,2,2,1,2,1,1,0,2,2,2,1,0,2,2,0,0,3,1,2,0,0,0,0,0
S01010304,Firhill - 04,Glasgow City,774,,6,6,10,4,13,8,5,5,4,6,7,6,5,4,2,6,8,9,7,4,11,10,13,15,17,26,32,11,23,29,22,22,28,26,11,8,14,11,15,4,17,17,14,5,11,15,9,9,10,5,7,12,5,6,12,3,4,6,4,5,12,7,8,7,4,3,5,1,2,4,5,8,6,2,6,3,4,6,1,6,5,1,2,0,3,2,2,0,2,1,7
S01010305,Firhill - 05,Glasgow City,836,,6,4,4,5,8,0,4,4,7,5,7,6,3,5,1,4,3,7,2,11,13,10,16,10,30,11,26,28,22,17,29,23,7,20,12,6,17,15,10,28,18,7,16,8,6,12,10,9,9,0,8,14,10,4,19,16,15,16,7,5,10,9,11,6,6,7,7,10,13,11,6,11,4,1,8,10,2,4,6,4,9,5,4,0,3,3,0,0,5,2,4
S01010306,Firhill - 06,Glasgow City,797,,2,5,7,5,4,2,9,6,8,2,5,2,1,2,3,2,6,9,14,20,25,22,27,28,21,47,31,29,37,29,19,17,10,11,17,15,16,15,16,9,11,4,6,11,15,14,15,5,12,2,8,15,13,2,6,7,6,4,9,1,7,5,7,9,8,8,4,4,1,0,2,1,4,2,0,1,2,1,2,1,1,1,1,0,0,0,2,1,0,0,1
S01010307,Firhill - 07,Glasgow City,827,,18,5,10,5,6,5,3,4,3,4,4,2,6,1,2,3,4,4,5,16,32,37,20,20,25,30,19,19,25,20,24,16,21,15,22,18,19,21,26,13,21,8,10,10,9,20,7,11,7,6,8,4,9,4,7,8,6,9,7,11,5,7,2,7,7,9,6,5,4,2,3,3,5,3,4,2,2,3,1,0,1,2,5,2,0,0,0,0,1,0,2
S01010308,Firhill - 08,Glasgow City,1033,,5,5,4,3,6,4,3,9,8,4,8,3,10,1,7,3,5,4,2,20,28,34,37,46,59,49,52,40,28,41,29,17,23,20,19,16,14,12,13,15,12,11,10,12,5,19,11,9,6,18,14,9,12,7,12,9,4,8,6,6,1,13,10,6,7,4,6,9,6,8,8,7,4,4,6,6,3,1,3,3,1,2,2,3,1,1,1,0,1,0,0
S01010309,Keppochhill - 01,Glasgow City,303,,1,1,2,3,2,4,2,3,1,2,3,1,6,3,1,2,1,1,0,5,1,0,0,1,5,1,3,4,4,2,2,13,10,1,2,2,1,2,0,3,5,3,6,7,0,2,0,8,0,4,4,10,5,6,2,2,9,4,8,4,6,8,4,4,4,5,4,7,8,2,6,7,5,4,3,5,0,4,2,4,3,2,2,3,2,0,3,1,1,1,3
S01010310,Keppochhill - 02,Glasgow City,736,,6,13,9,14,16,12,13,14,18,2,15,9,7,7,8,7,9,5,10,8,8,3,13,12,13,19,26,15,14,21,22,15,24,19,13,15,22,7,7,8,15,7,15,2,17,17,7,10,10,8,16,8,9,7,8,2,1,3,2,2,4,7,6,8,4,6,5,6,4,3,2,3,1,1,2,2,1,0,0,2,1,0,1,0,0,0,2,0,0,0,1
S01010311,Keppochhill - 03,Glasgow City,817,,16,7,8,14,5,11,12,10,6,12,3,3,4,10,10,10,14,6,12,7,6,10,13,14,16,11,14,29,23,21,19,26,9,16,11,9,20,13,14,15,1,11,9,14,7,2,10,6,6,12,10,8,15,3,11,17,14,16,10,2,6,9,9,12,9,6,4,4,12,5,6,7,4,6,12,4,7,5,1,3,3,0,0,2,4,0,1,2,1,0,0
S01010312,Keppochhill - 04,Glasgow City,822,,10,12,6,2,3,9,17,8,16,17,17,10,9,18,13,8,13,7,14,9,14,7,13,8,13,20,5,19,17,20,20,6,10,11,9,7,5,12,4,11,9,2,12,6,14,17,4,21,9,7,11,24,12,14,11,7,9,13,7,10,12,14,6,6,8,9,5,5,5,8,7,8,4,10,6,5,3,5,2,2,3,1,5,0,3,4,3,2,1,1,1
S01010313,Keppochhill - 05,Glasgow City,578,,4,5,6,8,10,9,8,3,8,4,4,2,4,4,7,4,7,7,11,3,5,10,7,9,4,15,10,10,12,20,11,8,7,7,5,11,8,8,7,7,6,7,5,9,11,19,10,8,12,3,20,7,5,8,13,2,6,6,2,3,5,5,5,8,6,8,2,7,5,2,10,3,5,3,4,4,6,8,6,3,2,4,2,1,0,1,0,2,0,0,0
S01010314,Keppochhill - 06,Glasgow City,1588,,14,27,17,17,16,16,15,9,9,10,10,6,7,7,16,12,4,54,42,47,38,49,43,41,43,42,29,33,36,32,29,28,28,27,17,24,26,20,23,19,18,24,20,15,16,16,16,18,20,28,10,16,19,12,12,15,16,17,17,25,12,20,17,13,16,10,15,11,9,8,17,14,6,7,10,7,5,5,2,5,5,3,7,4,4,6,2,2,2,2,10
S01010315,Ruchill - 01,Glasgow City,898,,8,12,17,10,5,6,13,9,18,11,15,11,10,13,11,12,8,9,10,7,9,8,7,13,22,17,34,11,19,30,24,28,13,19,16,8,22,15,13,13,15,2,15,10,13,9,8,13,9,11,10,8,6,21,10,8,11,18,9,16,15,9,10,4,6,9,3,4,3,8,4,3,7,4,2,7,2,4,2,0,1,4,4,1,2,0,1,0,0,1,0
S01010316,Ruchill - 02,Glasgow City,709,,7,9,9,11,12,10,5,9,10,4,7,9,5,11,5,6,13,7,10,6,6,12,7,17,19,19,29,26,23,13,18,15,15,9,19,13,9,5,16,17,6,8,12,6,10,10,9,6,7,12,12,5,18,10,7,3,9,7,2,9,9,2,4,9,3,2,2,6,4,1,2,5,0,0,2,0,4,0,2,4,0,1,2,3,0,0,2,0,0,0,0
S01010317,Ruchill - 03,Glasgow City,953,,1,11,6,6,4,6,8,6,3,6,3,4,2,4,5,6,2,2,3,11,29,51,42,45,55,46,41,30,27,30,32,38,21,15,8,12,9,6,9,13,13,10,9,5,11,9,10,11,10,5,9,7,17,10,16,6,6,8,5,11,4,4,8,9,3,3,3,4,0,3,3,3,8,2,5,2,8,2,8,2,2,4,3,0,2,0,3,2,4,0,3
S01010318,Ruchill - 04,Glasgow City,1495,,13,4,18,11,12,8,5,10,7,6,10,6,10,9,8,6,10,3,245,359,148,53,48,34,31,21,13,16,9,10,9,13,14,8,5,9,7,5,5,6,11,13,10,10,14,7,11,6,10,16,14,12,11,5,10,14,5,3,5,7,6,9,4,3,8,2,4,6,2,3,3,4,2,5,3,3,3,0,1,0,3,0,1,0,1,0,1,0,0,0,0
S01010319,Ruchill - 05,Glasgow City,837,,8,7,4,8,5,5,4,1,2,6,3,2,8,3,4,3,5,7,3,4,9,7,13,23,18,20,19,33,16,32,37,27,26,22,18,21,13,21,22,21,16,9,6,5,17,12,22,13,15,9,6,17,13,10,11,8,8,16,5,0,1,8,7,5,7,5,10,4,2,4,10,5,5,0,6,0,1,5,2,4,1,4,3,2,1,1,0,0,1,0,5
S01010320,Ruchill - 06,Glasgow City,762,,7,6,8,9,3,9,8,5,0,5,2,3,4,5,4,5,2,1,4,6,6,19,11,20,22,28,31,21,28,33,20,26,34,15,30,22,23,18,24,16,12,15,8,13,5,6,2,7,2,7,13,11,4,13,8,6,3,0,4,5,7,2,3,6,9,1,2,3,7,0,6,5,2,2,2,1,0,1,1,0,0,4,1,2,0,3,3,1,0,1,0
S01010321,Ruchill - 07,Glasgow City,858,,6,4,5,5,2,7,5,1,1,1,2,5,3,5,6,3,7,3,2,11,12,8,20,11,8,15,26,26,29,29,24,24,18,18,24,20,9,22,5,10,11,7,18,16,10,15,11,12,7,2,1,5,15,9,4,4,8,5,12,10,8,5,9,13,10,11,8,7,9,10,12,4,3,7,5,6,1,6,7,7,5,5,6,4,5,4,7,8,0,3,39
S01010322,Ruchill - 08,Glasgow City,1054,,9,7,6,5,7,7,9,10,1,9,5,6,4,2,1,3,4,3,3,6,19,10,21,32,27,31,45,27,46,37,33,31,38,37,31,18,27,21,22,4,18,6,18,13,9,15,6,15,8,10,5,7,15,5,17,7,7,7,10,12,7,11,14,9,7,5,12,14,4,8,8,9,2,12,9,4,6,4,7,3,5,3,2,1,2,1,2,1,3,0,5
S01010323,Possil Park - 01,Glasgow City,638,,8,8,4,10,8,7,4,9,9,6,6,4,3,2,2,5,3,4,9,4,12,3,6,12,2,5,17,8,11,18,10,12,8,20,2,4,6,12,9,3,12,3,5,13,1,10,1,11,5,10,15,7,5,7,10,8,12,10,7,11,6,4,9,7,6,9,5,2,5,6,8,3,7,8,6,6,2,8,6,7,13,1,5,18,2,4,7,2,5,3,0
S01010324,Possil Park - 02,Glasgow City,887,,3,6,13,7,6,11,5,6,7,10,13,14,13,8,8,9,1,14,5,9,11,8,13,10,6,17,21,15,20,16,17,13,19,7,10,9,12,6,10,11,9,4,14,6,5,16,7,11,8,12,19,12,14,5,14,17,24,20,5,12,14,9,11,10,7,11,7,8,4,11,11,9,10,12,12,11,7,10,4,12,6,6,6,4,2,3,5,1,5,2,4
S01010325,Possil Park - 03,Glasgow City,922,,11,6,5,6,10,5,11,4,6,10,4,12,8,11,10,6,7,14,12,6,3,11,7,11,5,11,12,17,15,13,17,4,11,5,9,6,4,10,5,12,10,8,4,7,13,14,9,8,13,11,13,19,10,9,19,14,19,20,14,7,9,21,15,15,15,13,12,13,11,16,9,17,12,15,14,4,13,19,8,10,13,3,5,12,10,7,5,4,3,2,4
S01010326,Possil Park - 04,Glasgow City,1061,,15,12,11,16,15,20,20,15,20,15,9,17,16,14,5,3,11,23,10,17,14,7,14,21,23,21,31,18,27,23,22,16,14,16,13,26,18,21,12,12,15,11,13,18,9,7,22,14,16,10,5,19,13,10,13,15,15,16,17,12,9,18,11,11,7,5,5,2,4,4,3,8,2,3,2,8,4,0,2,2,7,6,2,2,3,0,2,1,2,0,3
S01010327,Possil Park - 05,Glasgow City,933,,6,12,13,9,7,10,9,11,10,5,15,22,9,15,9,10,9,16,9,7,11,10,6,14,16,14,14,26,5,11,13,11,13,11,21,20,25,18,18,17,6,24,16,3,10,13,18,16,12,14,11,6,12,21,8,6,16,11,4,15,12,14,9,9,10,7,6,5,6,3,6,9,3,10,8,7,3,3,2,4,3,4,2,6,9,3,4,0,5,2,10
S01010328,Possil Park - 06,Glasgow City,1070,,10,12,14,11,11,13,14,14,12,11,7,6,10,6,7,7,5,14,13,9,8,15,12,13,21,16,12,22,17,17,17,22,15,23,29,14,13,22,18,22,14,2,18,6,8,21,11,10,17,3,16,18,4,14,15,21,18,12,16,20,14,2,23,6,17,6,9,13,12,14,7,12,9,1,11,8,8,6,7,3,7,10,13,7,5,5,4,4,2,3,4
S01010329,Possil Park - 07,Glasgow City,566,,6,4,5,12,1,6,3,1,6,7,10,6,6,7,5,5,9,9,6,5,4,1,8,7,9,5,14,17,2,10,7,9,4,6,4,11,9,9,6,3,8,6,3,10,3,5,7,9,9,10,6,10,7,7,7,13,9,3,6,7,1,6,10,5,3,10,5,9,4,10,14,7,10,0,7,3,6,2,6,3,5,5,2,2,1,4,2,0,5,2,8
S01010330,Milton West - 01,Glasgow City,715,,17,18,9,20,12,9,6,14,5,5,10,9,11,12,8,11,7,7,2,10,12,12,11,11,11,17,18,16,11,11,9,7,3,9,11,10,10,13,7,7,10,9,13,3,10,6,7,13,12,10,11,11,8,7,5,6,9,13,7,6,3,12,6,8,6,6,2,4,4,2,3,8,3,2,3,8,6,3,3,6,1,4,5,4,3,0,2,2,0,0,2
S01010331,Milton West - 02,Glasgow City,876,,9,8,12,8,11,10,15,5,9,12,13,10,9,8,8,9,6,1,18,1,6,14,8,6,8,12,18,13,14,11,18,7,19,14,9,9,13,16,13,10,8,11,8,12,2,2,14,14,14,14,18,10,9,10,14,3,21,12,17,6,16,5,5,11,10,10,11,11,11,11,8,8,11,9,10,15,5,2,7,3,9,2,6,4,4,8,6,6,2,4,7
S01010332,Milton West - 03,Glasgow City,687,,5,8,10,9,10,16,11,8,13,8,6,14,14,8,13,15,8,8,14,6,8,4,9,8,7,6,13,6,8,15,9,8,13,6,9,7,10,4,9,6,6,7,3,7,3,7,8,8,8,9,9,6,9,6,11,20,16,15,10,17,7,6,6,8,6,7,8,6,5,5,7,10,2,4,4,6,2,4,5,5,6,5,0,0,2,1,2,1,1,0,2
S01010333,Milton West - 04,Glasgow City,965,,7,12,10,8,9,13,11,9,13,8,11,12,10,5,6,9,14,11,5,14,17,9,15,6,21,17,20,20,14,11,13,12,20,20,8,12,7,17,18,16,9,15,2,13,16,19,17,9,10,22,8,11,20,13,10,18,13,17,14,9,14,13,14,8,8,5,6,5,12,10,8,6,5,13,11,11,2,3,8,6,5,6,4,4,2,4,3,0,3,1,10
S01010334,Milton West - 05,Glasgow City,1091,,21,14,16,15,15,15,16,20,11,21,21,13,18,11,7,15,15,12,12,8,6,10,7,14,18,20,19,15,15,16,23,26,14,17,19,15,28,18,17,16,9,10,17,9,18,15,20,2,22,28,14,16,19,19,11,15,12,10,12,16,11,6,6,10,7,4,6,9,10,6,8,14,5,3,4,8,8,2,6,3,4,4,4,0,4,1,4,1,4,0,6
S01010335,Milton East - 01,Glasgow City,833,,7,6,7,10,10,13,11,11,7,8,12,8,10,10,14,10,7,9,10,9,4,10,13,14,14,12,7,9,15,10,10,10,10,9,9,10,9,15,7,12,3,7,2,11,7,12,7,11,10,8,10,11,12,13,16,18,9,14,10,11,5,12,8,11,4,10,8,5,8,9,10,14,6,8,17,2,7,7,10,8,4,13,8,7,3,5,4,3,1,1,15
S01010336,Milton East - 02,Glasgow City,582,,8,7,4,10,4,10,6,4,8,6,1,7,2,4,6,6,6,4,1,5,8,5,11,12,4,14,9,19,11,5,10,9,11,11,11,11,9,8,7,8,15,3,11,16,3,12,2,8,7,13,15,3,17,5,10,9,13,10,5,7,4,4,5,4,4,5,3,4,1,6,7,6,2,2,0,5,2,6,2,4,0,0,1,2,2,4,3,1,0,1,6
S01010337,Milton East - 03,Glasgow City,525,,7,5,8,6,5,7,2,8,3,8,3,1,7,4,7,9,6,4,7,4,3,6,14,3,4,9,9,4,5,6,6,7,4,4,1,10,3,4,3,9,7,7,3,7,3,6,4,9,6,6,5,10,10,10,9,7,10,12,11,9,14,6,7,7,5,9,1,4,4,8,7,12,5,4,10,6,4,6,8,3,4,3,1,4,0,2,1,0,0,1,3
S01010338,Milton East - 04,Glasgow City,555,,10,5,11,5,9,19,12,8,3,4,2,6,7,3,6,1,4,6,13,12,2,4,2,7,9,12,10,14,4,13,15,6,4,16,5,11,12,7,10,8,6,5,6,7,6,7,10,13,0,9,11,9,8,6,2,5,14,1,1,8,6,4,3,3,3,1,2,5,8,13,9,11,4,8,3,1,0,4,4,5,1,2,1,0,0,1,0,0,1,0,1
S01010339,Milton East - 05,Glasgow City,528,,4,1,7,7,7,6,4,8,4,2,4,10,4,2,0,8,1,7,2,1,4,7,12,9,9,6,8,16,10,5,5,4,5,11,5,4,4,1,6,5,7,4,4,8,7,1,3,7,10,6,11,11,8,11,11,6,5,3,8,7,6,11,7,10,6,2,2,14,7,5,6,2,4,6,5,4,3,6,4,11,6,5,5,10,4,2,0,7,1,1,3
S01010340,Summerston Central and West - 01,Glasgow City,764,,6,4,20,7,13,14,10,16,11,13,18,10,4,12,9,10,11,14,5,7,0,13,6,5,13,8,12,8,17,19,13,16,5,10,12,16,13,15,17,9,9,5,15,10,7,7,10,10,8,7,6,9,8,12,18,10,3,9,12,15,9,7,6,8,6,8,3,0,5,8,5,5,2,9,3,3,3,2,1,7,3,5,0,5,5,1,4,2,1,2,5
S01010341,Summerston Central and West - 02,Glasgow City,594,,3,6,6,6,4,3,6,11,14,9,13,7,13,10,5,5,6,11,4,4,9,2,4,10,4,4,13,6,6,7,3,6,7,8,3,10,2,9,9,11,5,8,9,10,3,12,10,3,10,13,6,7,6,9,9,15,13,16,13,4,9,7,6,13,5,8,4,8,4,6,4,2,4,10,4,6,5,3,4,6,1,1,3,2,6,1,0,0,0,1,1
S01010342,Summerston Central and West - 03,Glasgow City,626,,3,3,1,2,1,4,0,3,2,10,6,4,1,4,4,4,11,10,3,7,2,12,10,6,8,17,13,7,14,5,8,7,3,10,6,14,10,9,6,3,2,5,2,10,13,9,10,14,9,15,14,15,15,11,16,9,19,14,2,9,13,8,9,11,11,8,4,4,7,10,9,9,4,10,0,2,4,4,3,5,1,3,5,2,2,3,0,1,3,1,4
S01010343,Summerston Central and West - 04,Glasgow City,846,,9,5,1,6,7,9,4,10,6,10,10,6,12,7,11,5,5,8,12,4,7,6,8,6,15,15,12,24,11,20,14,12,20,11,6,18,12,15,7,7,5,9,4,7,10,4,9,14,9,11,21,11,20,21,25,24,29,29,19,22,15,12,9,14,10,7,5,7,9,8,9,3,8,1,5,2,6,1,1,4,2,3,1,1,3,0,1,1,1,1,0
S01010344,Summerston Central and West - 05,Glasgow City,688,,10,12,6,13,7,14,3,8,3,7,5,8,5,8,1,3,0,8,1,6,2,7,11,5,16,3,18,15,25,1,15,18,15,17,9,12,8,15,8,11,12,5,5,5,4,3,14,18,13,17,11,15,16,10,7,15,3,6,15,3,7,6,5,10,11,5,6,2,5,2,4,2,3,9,5,4,8,5,5,3,6,3,4,3,2,2,1,0,2,1,1
S01010345,Summerston Central and West - 06,Glasgow City,898,,11,10,7,16,11,16,12,14,11,13,12,11,23,13,8,14,15,18,14,5,11,13,7,11,9,12,11,10,12,5,12,7,15,18,10,15,17,15,15,19,13,15,17,9,13,21,28,9,16,32,18,13,19,14,21,23,15,9,6,10,7,7,10,4,5,6,2,4,4,2,5,9,1,0,0,5,0,0,1,0,0,1,2,0,2,0,0,0,1,0,1
S01010346,Summerston North - 01,Glasgow City,892,,2,2,8,3,6,3,13,1,7,9,9,11,8,9,5,10,8,15,9,14,8,7,6,6,15,9,9,7,12,10,11,9,7,7,10,8,5,6,5,14,10,6,17,11,8,7,9,22,17,12,19,13,14,22,17,20,13,16,21,22,15,19,9,9,18,13,14,19,18,13,16,10,6,9,8,9,3,1,5,5,4,6,5,2,8,4,7,2,3,1,12
S01010347,Summerston North - 02,Glasgow City,825,,5,12,12,12,14,17,10,13,11,18,8,8,3,9,5,8,10,6,23,43,22,15,16,9,7,12,7,6,7,6,8,9,8,10,5,6,4,5,2,7,1,12,10,9,5,11,21,8,23,23,8,7,9,11,8,17,10,13,9,20,13,7,6,4,11,8,2,3,10,10,9,8,13,3,10,4,3,5,7,3,8,3,4,2,5,4,2,1,0,2,2
S01010348,Summerston North - 03,Glasgow City,957,,6,9,4,11,13,11,14,20,12,14,9,9,11,9,9,6,12,12,9,10,7,8,5,8,10,10,18,16,14,19,24,20,14,21,20,16,18,11,15,15,9,12,17,5,13,6,9,11,19,11,6,9,11,7,5,13,3,12,9,8,15,7,15,14,12,11,16,8,9,9,20,11,10,14,8,10,3,5,4,12,9,3,8,5,5,2,4,1,1,1,11
S01010349,Summerston North - 04,Glasgow City,859,,10,6,8,8,4,10,7,16,10,14,5,4,12,3,12,7,5,10,4,9,0,13,8,8,8,8,10,17,21,9,10,9,13,11,12,13,18,11,12,12,9,6,10,12,17,15,12,7,9,15,7,8,8,16,9,11,18,15,13,10,12,8,6,5,12,13,14,12,9,14,20,25,11,12,3,3,7,8,8,8,3,4,3,1,4,0,3,2,1,5,9
S01010350,Maryhill East - 01,Glasgow City,931,,10,11,12,7,9,12,22,11,9,19,15,11,10,7,12,15,10,14,7,6,13,14,16,7,12,11,7,13,14,15,24,19,23,14,18,6,12,13,7,8,6,5,13,15,8,17,11,3,12,9,13,13,7,14,13,18,22,19,9,12,9,9,11,9,6,6,11,8,7,9,11,10,6,5,8,15,2,7,6,6,5,8,1,4,6,2,2,2,1,1,4
S01010351,Maryhill East - 02,Glasgow City,970,,10,12,19,11,8,17,11,16,13,11,16,12,6,15,4,11,17,11,13,6,7,14,8,13,18,27,27,23,23,16,27,13,16,29,21,14,19,14,13,14,13,7,12,8,15,16,16,13,7,15,6,11,19,13,11,16,23,7,12,7,13,9,6,8,3,6,8,12,4,4,3,7,7,1,6,2,2,2,4,0,0,3,1,3,5,3,2,0,1,2,1
S01010352,Maryhill East - 03,Glasgow City,498,,6,6,3,4,5,5,5,9,4,3,2,6,4,3,1,6,2,2,1,2,1,2,4,2,3,13,4,15,6,13,7,6,15,17,5,9,1,5,8,11,7,5,8,3,8,13,4,1,10,5,5,9,4,16,5,7,7,10,6,9,7,7,7,4,4,8,4,8,1,4,5,7,8,6,6,6,3,0,6,5,8,2,3,2,2,1,0,3,1,1,1
